5000 5117
503 258 8
2740 890 10
1631 2467 9
2720 4168 4
3783 1813 1
4470 2838 5
1744 3387 8
1372 2953 3
4770 611 10
786 4846 10
3151 3558 10
2781 2532 2
3574 707 10
437 3472 5
2142 1956 4
2092 3484 4
22 299 2
4134 4387 10
2513 4872 5
2295 3210 2
4760 3303 5
3941 3763 6
4967 3886 4
1676 804 3
1763 3782 4
3180 3179 4
1418 3844 3
4441 4704 7
2361 4083 10
2256 3280 1
1034 3648 6
2351 4138 6
25 2637 2
853 3421 2
4635 1704 4
4424 4583 5
1817 1138 10
1708 423 8
188 451 5
247 4934 2
389 479 3
4276 2257 2
1037 2766 2
2236 1300 3
2564 737 6
1121 3732 1
2467 3274 3
2528 3862 9
3638 4343 5
20 3736 3
4124 229 1
1146 1592 5
3171 3108 9
3431 2328 8
1602 599 10
615 3281 9
3768 4196 8
17 3630 7
4374 4902 6
3656 4172 2
471 4591 6
1129 4318 10
143 886 3
3822 2556 8
4911 3304 6
1581 1880 6
885 1379 1
3016 141 3
3555 3723 9
1748 4421 8
3132 996 10
2420 3180 2
504 517 3
625 4334 8
4740 3732 6
3186 4646 1
4869 2035 6
1333 1689 6
1347 1185 2
4400 4134 1
870 1040 5
2958 382 9
4309 3520 4
4805 3202 2
4739 3838 1
1588 2326 4
4733 1490 5
2859 4423 4
1354 1715 8
4264 2598 8
2832 3065 10
4137 527 3
1543 1235 4
4185 4565 10
3680 2918 10
1185 1638 9
2853 1386 7
3305 2719 5
234 4092 9
556 1891 9
778 513 2
4917 3330 8
796 2717 9
816 2479 10
2857 4978 1
4143 1736 5
2212 3640 8
1558 1090 9
2274 764 6
807 3802 1
4343 1880 9
3704 2401 5
242 2340 8
4276 1823 9
819 323 7
3043 738 6
4638 3501 5
4291 3553 6
2661 1974 5
2945 2817 4
2799 1728 6
4688 4539 2
2493 3480 8
4366 2916 8
2721 124 9
1577 915 3
1660 1194 10
840 4460 1
4804 3218 1
4137 1738 7
116 1764 8
3499 160 7
1416 3336 3
4446 1049 8
1618 816 7
4469 3596 6
3702 1148 3
2466 3473 8
303 4334 1
1683 4914 7
3590 1639 2
4315 2580 7
2815 3233 3
3637 4690 7
3472 4075 10
3196 3007 3
443 419 1
3998 2010 6
587 4337 1
4291 1903 2
865 1351 6
2018 4304 4
4064 3469 2
4571 1323 7
3884 202 9
4871 3329 2
984 3500 7
3425 678 4
2514 2615 2
3377 3113 8
1259 1553 10
4272 4252 7
621 4237 6
3718 41 10
4720 2535 3
3645 1280 3
513 4849 4
428 3108 4
1376 1274 6
4351 2880 7
1959 2666 7
3502 1560 3
4590 600 10
73 967 4
4577 1985 5
2468 969 1
3262 2708 4
1345 505 8
4620 2074 3
2053 4217 8
346 255 1
3813 3955 3
346 3171 7
941 2697 10
914 1041 6
4655 1579 5
1610 1753 2
3958 2347 8
646 1685 6
3269 4301 4
2030 2302 7
36 4480 10
361 3014 6
553 4515 9
2048 281 4
173 1930 1
1555 2061 7
3315 1399 4
1243 3755 3
4948 3821 8
3477 1708 9
753 4633 2
593 1461 1
2282 3550 3
1599 3211 4
2432 263 10
4571 673 5
3059 2102 5
1403 3430 1
640 4242 8
3833 963 2
915 2658 7
2178 2267 10
1122 4307 3
355 1631 5
1078 2158 10
2284 3346 2
815 4885 10
3616 3990 7
3489 3704 6
4504 3762 1
4573 1265 9
4149 1025 7
3170 215 6
4820 3654 4
405 4175 9
4341 1954 8
3527 3633 2
3653 1367 5
4965 1313 10
3358 830 5
435 2180 9
445 1037 2
4613 2842 2
4198 2170 4
2785 4125 4
4076 3010 7
21 1299 10
3686 1188 4
4385 1129 5
1661 2412 3
93 4997 2
3965 2846 7
1536 2903 6
2241 2377 5
4296 2555 2
4481 3868 4
895 3943 8
453 1531 1
1112 3680 8
2395 4446 1
319 4597 2
2419 3808 10
4763 3716 5
524 709 7
2877 2620 8
4998 3754 9
2885 196 4
3448 2739 5
4465 2534 6
1635 3251 10
1819 2431 9
4151 3004 8
3461 2472 7
1921 770 7
1432 1748 3
682 1296 1
4344 167 7
1846 2246 1
4031 3240 6
2776 553 9
1350 3314 5
1956 3984 6
4753 2534 4
3750 3724 5
3970 762 8
1769 1140 5
2706 1988 5
641 1631 8
2058 816 8
2173 3227 7
29 4740 7
3930 2100 10
2950 4154 6
14 3979 4
1788 3824 1
3665 4081 1
3292 4168 4
1166 1875 2
377 4488 6
949 3031 6
4301 4609 10
254 226 2
2381 4350 10
3263 3927 1
4771 1664 8
1023 1514 5
2040 3772 5
466 951 5
4441 994 2
3868 1220 2
2751 2731 8
1550 4183 2
4793 2700 6
64 4263 9
544 492 4
2483 4718 7
2911 1044 3
2928 1946 9
500 3244 8
2825 633 2
1560 1189 2
4335 2628 7
4790 1758 9
4584 4881 5
4954 656 6
1322 1302 10
1050 2955 4
4304 1260 2
3523 1493 5
3173 68 1
4268 1330 8
2264 3027 10
3151 4107 5
3722 788 6
3001 3716 1
630 603 6
1897 4513 5
2413 2583 5
3249 3183 9
535 331 10
1993 316 5
719 4361 4
1410 4010 8
2584 2163 7
2028 1334 8
2873 4119 2
1347 1734 1
1717 3243 5
2556 2632 3
936 1450 6
4683 4903 8
611 224 6
3595 2216 6
1545 1146 1
1011 1553 2
2798 2800 9
1215 909 8
200 726 5
3221 4046 4
377 1672 6
4973 249 6
1200 2927 10
3429 214 8
1446 2334 3
3233 2203 7
1381 2216 4
3448 100 5
4965 4182 6
2030 2042 6
4737 4071 7
3494 1207 10
1335 2828 8
2576 2648 3
211 4923 2
3162 1318 8
296 3354 10
4798 2692 3
309 1921 10
1501 2341 9
1410 2168 1
2825 1799 3
358 3192 5
3680 4526 6
3234 4097 5
101 3390 5
4886 1506 3
4223 4879 3
2740 3778 10
4095 874 2
3458 3925 1
3795 826 6
1521 3469 3
1827 1686 3
2475 840 5
2259 294 10
969 346 1
1604 342 3
1032 362 1
3611 1241 10
4530 1901 3
1415 2946 7
207 443 9
3674 2539 2
2821 868 6
4743 4883 1
1873 4911 8
4847 2645 3
1379 366 2
1493 1954 6
4162 3225 3
3721 1435 6
3820 3831 2
3400 534 7
1522 1096 8
2176 4861 2
432 786 4
4841 220 8
3775 4011 10
1134 1056 2
1338 4913 2
1181 205 9
925 3359 4
1928 2802 10
438 3652 1
1319 2543 7
2497 4327 8
3340 1704 2
4931 719 9
3320 341 1
444 341 8
3659 1043 6
2761 4424 9
238 2158 5
818 4819 4
3510 3370 8
2769 560 7
2854 3809 1
1018 4716 2
1253 180 5
2906 2302 2
4775 3014 7
2283 3967 7
3056 4549 3
271 4261 1
4864 1456 8
1008 3885 3
1158 2465 4
2761 374 3
3381 365 8
137 3684 7
1722 2877 8
3102 3654 8
1443 505 9
4187 1488 7
725 996 1
2995 496 9
261 4019 3
3788 1642 2
417 2933 1
3993 580 10
265 4964 1
1015 2088 4
3908 3367 6
4839 4320 9
984 3671 6
4555 355 8
697 2201 2
2670 3337 2
3676 232 7
3472 1566 9
3060 4718 2
1965 514 9
58 239 8
2573 981 1
3328 3640 6
1538 723 1
1568 1500 9
2429 3060 10
4790 2760 2
802 2051 10
2342 4998 1
4976 1606 5
4561 4003 1
4027 4108 6
4368 2489 1
2780 2132 8
2916 2028 8
4366 1376 6
4135 390 6
246 260 3
4221 933 7
876 1192 9
3690 1800 4
3077 2045 8
1315 1636 7
4478 3205 10
557 3884 8
2197 3954 3
698 4105 7
2340 3022 4
1751 1215 6
3937 2434 1
2242 2925 8
4854 2466 2
3718 379 8
4087 4583 8
3719 270 3
1293 3896 5
4845 2103 6
1795 4280 8
3635 3676 7
4042 3382 6
1351 3457 1
384 3486 8
562 1033 7
557 2206 6
869 4232 1
991 3125 8
3248 3920 3
4005 1776 8
4883 769 6
4719 3155 8
3941 230 7
4256 125 10
4140 1823 1
1802 3084 8
3709 3244 8
3651 3779 3
3978 1946 8
1791 3734 8
4663 3344 10
2447 800 3
3958 2166 6
3618 1461 7
2586 4485 2
4192 1347 5
3577 1139 2
1304 4714 8
1813 3467 1
2137 215 1
3618 3681 5
4335 4208 8
2003 1365 1
2041 2467 5
2825 920 10
3153 2028 6
1665 1631 9
2933 3485 3
3353 1196 7
4140 4719 8
706 896 2
3922 4889 7
3750 4970 3
864 4845 3
2227 2446 8
2499 366 9
615 3867 9
2377 3024 10
3098 4554 8
2527 2695 2
2792 1558 4
4532 4118 1
2240 3017 3
3472 4280 6
2081 262 5
1685 3078 7
919 1269 8
3439 4624 3
3561 3346 9
4734 4412 5
1788 2353 8
2885 4130 4
497 1951 2
4178 4420 9
1609 1999 2
2748 3236 4
4762 3337 3
2031 3737 7
2954 2022 8
2867 759 7
2364 3613 8
3237 4870 7
1139 3506 3
3335 4483 3
4100 311 2
3491 4097 9
212 4477 8
1279 609 7
157 3801 4
4261 778 5
3212 4220 10
4823 1417 7
2090 531 7
2352 888 9
4278 2069 9
2279 3462 8
1686 3510 8
2431 2751 4
3567 1962 10
151 358 2
1981 1357 6
4461 3369 1
3662 2090 6
4366 4916 2
1051 3861 1
2177 3163 7
1732 3025 2
4861 110 4
4940 4160 7
1269 4455 8
4287 1893 3
1883 3258 7
214 4449 7
983 1199 6
2677 3783 10
4135 3128 5
3680 835 8
2790 4137 2
4598 4473 6
1698 3439 6
599 4966 10
3517 217 9
1406 3623 3
4247 1273 4
3308 4019 6
4002 3112 9
2434 607 3
580 3412 2
2165 415 2
1836 3126 1
506 2952 1
4441 3798 1
4467 2665 5
2028 3082 8
1867 1893 4
1844 2162 9
3268 4113 2
4268 1996 9
2963 746 8
4408 495 8
4346 3641 2
509 1826 7
1715 1198 8
2004 2583 8
2002 1008 7
4100 1533 8
2765 1722 5
4999 2504 2
4795 3560 9
3882 4377 2
3507 1884 3
2054 1512 7
2892 3652 5
3932 1954 1
876 1001 8
3919 2670 7
3095 1468 1
1044 3362 2
190 3835 5
3405 2014 7
3037 2554 4
1171 4884 3
2761 1081 10
2676 3808 8
3472 3403 4
456 2419 7
2307 4435 5
1338 2239 7
3326 4667 3
1535 4061 2
3623 2241 4
3670 1311 5
1254 3226 10
2390 384 5
2265 2205 9
1673 2550 3
2394 1477 9
2202 1829 4
4866 2388 10
2837 936 8
2833 2600 1
643 4590 3
1167 2859 6
896 1724 6
2588 4769 8
3207 4014 2
4526 2879 5
4372 2313 8
3337 3357 10
253 1905 6
861 456 10
4679 2843 8
1809 3262 9
658 4362 10
1927 4423 8
4551 2053 6
1556 1106 2
806 2276 5
3298 4948 2
4007 1650 7
4275 4738 6
2092 1570 6
4107 2376 1
2984 4681 9
1196 3565 10
1302 3084 8
3531 3408 6
3349 4009 4
2630 1374 6
3673 4322 2
3772 2667 3
3446 2424 8
541 3667 10
3001 2039 4
1594 4777 2
1848 1426 5
1374 241 9
799 4444 3
4547 4843 8
428 2192 3
561 905 8
4777 66 8
2084 3124 7
4569 2469 1
943 2444 5
1924 3491 2
3111 4563 9
3020 950 8
4622 1436 2
1778 4305 10
4530 2440 9
2842 336 2
1252 695 6
3447 2392 1
1909 4571 7
3392 3984 7
2304 854 6
1656 1533 7
2289 3600 8
2309 1256 9
3361 3270 3
4500 2452 1
3668 1645 1
170 2417 5
556 1995 2
3445 4879 5
179 3534 2
3489 1936 5
947 3065 4
4512 3858 1
325 4081 1
3834 1468 10
254 1235 5
2841 1333 6
1482 109 7
1289 2983 3
285 2723 8
3627 1229 9
4821 2276 10
4493 4237 4
1124 2438 6
4191 4473 9
1977 4670 2
3372 3356 5
4327 3922 4
1784 4888 7
708 227 9
952 4935 5
320 2928 8
3028 3426 2
746 4549 7
316 3819 3
2380 2730 7
4838 3202 2
2342 3655 3
4624 1991 9
3127 2335 4
1478 1988 9
4104 2282 9
2706 1526 4
1741 696 5
3280 2725 10
138 3064 7
3230 658 7
509 2977 3
1043 2844 5
2524 2281 9
181 1355 7
96 2277 7
4936 506 2
2500 636 9
3924 245 9
2152 4450 2
4777 2373 6
3463 1524 9
3891 15 6
3648 15 7
3467 3226 2
4329 1133 5
2430 769 10
1396 2877 8
1795 3467 8
391 2870 3
3963 3606 6
2067 4372 6
1636 3031 7
464 3065 3
2878 4666 1
917 117 1
3999 2700 1
3104 4217 10
1308 4432 10
4255 2478 1
2806 1755 3
219 761 9
2805 753 5
4309 3107 10
2152 2481 1
3994 2097 2
3864 3797 9
1174 3801 9
269 4820 6
373 3639 1
2341 655 3
187 1264 5
3555 4931 2
2434 1925 2
4484 347 10
4670 3705 4
4581 2520 4
1423 280 10
562 4537 2
4698 94 5
2648 2804 7
4851 4371 9
4067 21 10
3725 1476 3
1871 4992 6
2267 2037 4
4131 1227 7
691 1688 1
1373 4251 7
4659 391 5
3886 4004 5
3676 3156 1
448 3892 5
905 1890 8
943 2771 9
2334 711 8
1161 1686 9
1860 3111 4
702 4006 3
4487 1989 8
4359 1463 8
2987 4699 5
358 956 2
120 2348 10
1997 604 7
1121 2535 5
3690 2420 5
3068 3716 5
2816 2396 3
133 716 2
4906 3981 8
3334 3377 1
1635 2119 9
1968 681 5
1601 2442 8
503 797 9
4868 1056 9
4918 805 7
2903 53 10
4758 806 5
4248 2740 6
1514 4671 2
23 4311 3
2651 3037 5
3299 597 6
561 4916 9
1785 793 5
806 187 10
3669 302 7
4614 3002 8
3500 298 3
2928 2138 8
2175 2386 6
2276 3581 4
2245 2712 5
1753 1493 1
3325 4712 9
4112 2719 4
1005 2186 8
1563 1336 10
495 4391 9
551 4481 8
3525 2250 8
32 1895 3
2512 4769 9
3195 3995 5
708 1211 4
964 2876 7
4201 1974 8
4289 722 8
1991 3946 9
3745 4935 3
4105 3947 1
3263 2351 2
2306 2457 1
3022 2729 10
3653 2526 6
1898 3354 7
4317 3719 5
4512 4963 5
2632 820 8
2148 3786 1
3087 4602 9
3838 2537 9
873 2710 1
1266 275 5
647 1920 1
2776 2342 6
246 483 9
1841 961 6
4541 1865 7
229 4462 1
2179 530 1
3110 3332 5
3942 2482 4
801 4715 2
2677 1620 4
1119 3571 3
3396 2967 10
2807 2407 1
3458 3731 4
3316 2858 6
4860 1816 5
2433 2416 7
1708 293 10
2317 4159 5
433 4314 4
4085 1020 7
1460 4414 1
3113 596 2
964 1470 6
4124 47 1
1392 397 1
2380 2969 10
998 191 2
3882 2407 1
1384 2816 3
2450 4395 2
2688 2522 8
1687 1920 6
283 570 4
4433 3231 7
3631 4031 4
4307 3112 4
3402 4519 10
2975 1724 4
494 1941 9
196 4938 9
3084 4464 2
3449 4311 7
4944 1726 8
4319 1181 4
2423 4429 5
1581 942 10
705 4439 1
2470 3938 6
588 692 5
1127 2716 5
4172 1669 2
2672 1545 5
3288 1079 4
1905 1624 10
1603 2044 3
2237 3148 2
3888 4696 1
3420 2829 3
2544 2087 8
2436 2511 4
1998 4607 4
1838 1151 2
4982 2407 2
3603 1049 9
3369 3799 10
3338 324 4
3363 3351 7
4249 908 10
3674 772 7
2877 1008 3
1038 2420 6
3854 4000 10
4901 3314 10
2696 585 10
1599 1645 6
205 3563 7
3464 442 5
4839 956 2
3312 1953 2
3321 1941 8
2964 3012 10
936 631 4
1766 3551 3
257 2643 3
2634 3563 9
2227 924 9
4033 1566 5
2632 2994 10
4057 379 6
4886 474 6
262 3284 8
3523 3401 4
4700 4287 9
1865 3921 10
3899 2313 10
4530 3714 4
1902 19 3
1387 3154 1
3945 2640 8
774 2279 3
295 268 5
972 4337 10
4031 163 1
4562 3974 7
2128 64 3
2860 4148 7
4589 1598 6
3849 3702 7
2059 1210 8
379 283 6
1352 1780 2
1033 1378 5
3433 2150 1
4044 4902 4
3128 4914 7
1109 1573 8
4436 1800 9
1126 2740 3
122 4871 8
1021 2337 10
1916 323 6
3935 1646 2
4741 364 10
4689 769 9
1773 2348 9
4210 2597 10
4894 4152 9
2352 3825 8
4990 4709 1
3713 3129 3
563 4756 9
963 1832 10
2082 2489 10
1844 3907 3
1368 3429 10
4270 4118 10
4817 2345 5
4726 3753 8
1411 3832 10
1137 2244 3
3773 2081 3
977 1711 8
1089 1848 3
3757 659 9
2444 1251 4
505 67 9
4933 3949 7
212 3207 6
496 3011 2
4318 4438 10
1658 95 10
4462 1196 10
1844 2325 5
1272 445 10
3953 1249 5
478 1167 3
1530 1298 5
664 2544 1
1127 4590 6
4408 4809 2
1043 655 1
2781 4198 7
2750 4222 8
4193 3622 5
3451 675 8
3816 3544 6
1752 4227 10
1736 3395 5
1819 4989 2
13 2542 5
1695 1532 4
964 2454 2
1828 39 6
1792 1075 8
1628 4216 7
4694 3690 5
2361 4083 3
398 3567 7
2435 3824 10
4135 4267 5
4344 3613 2
1613 4465 4
3879 248 3
2137 336 6
1359 4826 1
2706 2605 6
4942 4968 1
3345 2077 6
1770 2226 3
1773 1479 3
3450 4309 1
290 109 2
3059 730 6
285 1975 9
2082 3058 6
2506 2938 1
3485 415 7
3356 4320 2
3760 1013 3
4076 3646 10
4466 1226 4
3780 135 8
2982 455 8
367 3051 7
4497 587 3
2736 2022 7
4881 547 9
481 2662 7
778 1946 9
3085 2742 4
153 2358 8
3345 1235 10
3622 4380 7
2400 1084 1
4779 3408 5
4518 3763 9
4105 2790 10
2510 3870 5
3962 1850 9
261 2858 6
3243 839 1
2045 531 4
4049 511 3
692 4219 5
4404 4931 8
965 1029 1
2582 1862 4
4007 440 5
2049 1116 8
2046 4831 4
894 3347 7
355 3521 6
1617 1731 7
3539 2145 4
524 3815 10
3085 1284 7
1050 2155 7
1212 2694 4
970 1316 9
3422 4817 6
861 1031 9
4076 2740 3
2534 3297 2
1675 3353 6
2723 1124 5
1298 4659 5
3306 3889 3
307 3239 4
1215 3521 1
967 1849 3
3837 2608 6
4299 4939 2
232 1436 8
1124 4235 1
2349 256 3
2558 1554 3
982 2834 10
2857 3057 10
1941 4030 5
1135 3338 3
1364 1190 1
1319 1888 1
2040 1430 9
2036 3982 1
4657 4812 1
3903 3540 4
1967 860 3
3714 3026 9
1957 3795 7
1166 3158 1
3554 394 7
3260 881 1
1616 338 2
2143 665 8
264 2918 2
4041 2293 7
354 4215 6
4370 2715 3
1049 4977 5
97 567 2
4662 1699 5
2112 2795 5
4682 193 2
2083 136 3
3929 3296 6
1578 307 7
705 905 7
4585 1832 10
849 1177 5
3807 481 6
731 3591 1
1632 2066 4
1482 4700 2
1477 2982 3
1436 1126 8
1175 2422 3
1385 3627 3
3784 4047 1
967 4006 10
2298 1521 8
659 3023 1
1330 3830 5
2041 372 6
85 448 5
2487 3587 4
2141 847 1
3211 2140 6
1567 450 9
1281 3192 10
696 3581 10
2266 173 7
777 692 5
2987 2426 6
3627 2863 5
3742 4992 4
2812 387 3
2729 747 3
3892 1487 5
2970 975 10
1990 3817 8
4118 454 4
4015 2030 5
3851 1156 6
329 1604 3
2918 2180 2
2848 1406 9
146 3749 1
4502 621 2
4000 1857 4
3719 3868 7
170 3669 4
4461 2073 10
1878 1181 10
3518 473 9
1737 2233 6
746 4813 10
1008 3077 3
1232 992 3
3157 2819 6
3225 2938 10
2761 3591 9
3395 1127 5
2535 1437 8
1656 801 1
4175 4211 5
1036 1151 10
707 2306 6
275 3686 7
619 2525 1
3476 1844 5
873 2441 2
3149 3423 2
1923 2531 10
4840 2999 9
3646 19 9
3170 4164 9
3190 634 8
878 4860 3
316 3178 4
818 493 7
3107 1913 2
2269 4569 5
3165 604 10
1427 1636 2
904 1681 10
3729 1626 7
906 4901 6
4685 3186 9
27 3068 7
4967 4152 5
4225 3710 9
2628 2810 2
2578 467 3
562 732 5
1333 1419 8
419 4717 3
1482 3901 7
759 3153 9
408 1341 3
4412 1708 4
1834 4681 1
293 3224 8
572 1376 4
3945 4615 1
4022 2572 3
3984 368 6
3115 1439 9
2561 1561 8
343 3284 2
4170 2535 5
2892 1437 6
507 3394 10
4479 1034 9
4409 3797 2
4792 4527 3
794 3476 8
1058 2945 6
3559 577 2
2514 3596 5
2638 4886 2
4900 4785 10
1990 2810 6
1500 1216 2
3800 357 2
270 2426 6
3095 4594 8
193 3518 2
2348 2398 3
2260 1313 9
2653 4535 2
969 2284 8
2239 2961 9
780 975 4
1370 996 1
3513 3542 6
1025 3553 7
4603 3041 8
1733 2729 4
4279 1255 1
3384 808 2
3658 4609 5
4521 3415 1
1407 4909 10
3776 4315 7
2098 1949 4
1949 1650 1
2824 2704 9
4552 3179 3
520 1132 6
1622 263 4
4679 3624 9
3856 4248 6
72 1837 8
1266 769 4
874 3754 1
69 1288 8
2123 3765 10
2644 2126 3
767 4853 2
2636 3249 1
4653 3772 6
81 4661 7
72 4675 8
4842 4476 2
4342 88 8
4849 1156 9
2315 2267 9
1980 3140 6
645 4878 8
335 4809 4
1985 229 2
4617 1591 6
1182 1422 4
4712 2611 9
2941 1748 9
292 4466 2
1712 648 2
3025 1460 8
2457 4845 5
4822 1948 10
939 1697 10
4384 1588 5
2381 2827 3
1574 3250 10
795 4519 5
1113 2146 9
3832 423 7
4567 3592 2
1499 2971 6
199 602 7
3591 411 10
2727 2905 4
3920 1038 4
4632 3018 6
1306 4039 5
4148 1673 8
3769 2025 2
614 509 7
772 4897 10
3095 396 3
2989 4115 10
2960 502 6
3763 2733 3
2693 4664 5
4419 3078 4
1866 1569 9
3062 1153 9
4302 2950 4
318 2715 3
183 2572 4
3756 3194 3
4850 1522 7
4821 3041 2
3967 3157 10
1025 2135 4
193 2465 6
2882 3598 3
340 2065 4
1238 2934 2
3557 2385 7
3039 665 5
218 2623 10
1559 3515 7
3566 3175 10
2107 2958 10
1588 2392 1
1966 4231 2
1883 4453 2
4354 4237 6
658 4312 8
458 4135 7
4777 4506 8
1036 2060 9
4933 3552 1
2026 4722 5
824 2154 9
3054 3153 5
4238 4717 10
2669 2361 6
2910 182 5
4263 1097 4
3203 546 7
2651 1066 7
